"","tm","stn_id","ca"
"81","2017-11-15 16:00:00.0",177,4
"82","2017-11-15 18:00:00.0",177,8
"83","2017-11-16 00:00:00.0",177,7
"84","2017-11-17 09:00:00.0",177,4
"85","2017-11-17 12:00:00.0",177,9
"86","2017-11-17 12:00:00.0",177,3
"87","2017-11-17 14:00:00.0",177,10
"88","2017-11-17 15:00:00.0",177,10
"89","2017-11-17 16:00:00.0",177,10
"90","2017-11-17 17:00:00.0",177,6
"91","2017-11-17 19:00:00.0",177,7
"92","2017-11-17 22:00:00.0",177,10
"93","2017-11-17 23:00:00.0",177,10
"94","2017-11-17 23:00:00.0",177,8
"95","2017-11-18 00:00:00.0",177,5
"96","2017-11-18 05:00:00.0",177,4
"97","2017-11-18 07:00:00.0",177,2
"98","2017-11-19 02:00:00.0",177,8
"99","2017-11-19 15:00:00.0",177,1
"100","2017-11-19 16:00:00.0",177,7
"101","2017-11-19 21:00:00.0",177,9
"102","2017-11-20 04:00:00.0",177,7
"103","2017-11-20 05:00:00.0",177,1
"104","2017-11-20 13:00:00.0",177,1
"105","2017-11-20 14:00:00.0",177,8
"106","2017-11-20 16:00:00.0",177,9
"107","2017-11-22 03:00:00.0",177,8
"108","2017-11-22 03:00:00.0",177,3
"109","2017-11-22 05:00:00.0",177,9
"110","2017-11-22 10:00:00.0",177,10
"111","2017-11-22 12:00:00.0",177,4
"112","2017-11-22 15:00:00.0",177,7
"113","2017-11-22 16:00:00.0",177,7
"114","2017-11-22 17:00:00.0",177,8
"115","2017-11-22 21:00:00.0",177,5
"116","2017-11-23 08:00:00.0",177,8
"117","2017-11-23 10:00:00.0",177,10
"118","2017-11-23 16:00:00.0",177,4
"119","2017-11-23 21:00:00.0",177,8
"120","2017-11-23 23:00:00.0",177,10
"121","2017-11-23 23:00:00.0",177,3
"122","2017-11-24 01:00:00.0",177,5
"123","2017-11-24 05:00:00.0",177,9
"124","2017-11-24 07:00:00.0",177,9
"125","2017-11-24 13:00:00.0",177,5
"126","2017-11-24 16:00:00.0",177,5
"127","2017-11-24 17:00:00.0",177,5
"128","2017-11-25 04:00:00.0",177,5
"129","2017-11-25 07:00:00.0",177,6
"130","2017-11-25 13:00:00.0",177,6
"131","2017-11-25 16:00:00.0",177,3
"132","2017-11-25 21:00:00.0",177,9
"133","2017-11-25 23:00:00.0",177,7
"134","2017-11-26 00:00:00.0",177,5
"135","2017-11-26 02:00:00.0",177,10
"136","2017-11-26 07:00:00.0",177,6
"137","2017-11-26 08:00:00.0",177,3
"138","2017-11-26 13:00:00.0",177,3
"139","2017-11-28 06:00:00.0",177,9
"140","2017-11-28 11:00:00.0",177,9
"141","2017-11-28 13:00:00.0",177,3
"142","2017-11-28 21:00:00.0",177,6
"143","2017-11-29 00:00:00.0",177,7
"144","2017-11-29 09:00:00.0",177,4
"145","2017-11-29 10:00:00.0",177,4
"146","2017-11-29 17:00:00.0",177,2
"147","2017-11-29 17:00:00.0",177,4
"148","2017-11-30 03:00:00.0",177,8
"149","2017-11-30 04:00:00.0",177,4
"150","2017-12-01 03:00:00.0",177,2
"151","2017-12-01 21:00:00.0",177,9
"152","2017-12-02 07:00:00.0",177,1
"153","2017-12-02 08:00:00.0",177,4
"154","2017-12-02 13:00:00.0",177,7
"155","2017-12-02 14:00:00.0",177,8
"156","2017-12-02 17:00:00.0",177,7
"157","2017-12-02 18:00:00.0",177,3
"158","2017-12-03 08:00:00.0",177,6
"159","2017-12-03 10:00:00.0",177,7
"160","2017-12-03 11:00:00.0",177,10
"161","2017-12-04 02:00:00.0",177,10
"162","2017-12-04 03:00:00.0",177,9
"163","2017-12-04 06:00:00.0",177,9
"164","2017-12-04 07:00:00.0",177,3
"165","2017-12-04 08:00:00.0",177,8
"166","2017-12-04 18:00:00.0",177,9
"167","2017-12-04 20:00:00.0",177,9
"168","2017-12-05 03:00:00.0",177,9
"169","2017-12-05 04:00:00.0",177,3
"170","2017-12-05 11:00:00.0",177,2
"171","2017-12-05 12:00:00.0",177,3
"172","2017-12-05 13:00:00.0",177,3
"173","2017-12-05 15:00:00.0",177,4
"174","2017-12-05 16:00:00.0",177,5
"175","2017-12-05 18:00:00.0",177,3
"176","2017-12-06 00:00:00.0",177,9
"177","2017-12-06 01:00:00.0",177,9
"178","2017-12-06 02:00:00.0",177,9
"179","2017-12-06 04:00:00.0",177,9
"180","2017-12-06 06:00:00.0",177,8
"181","2017-12-06 07:00:00.0",177,5
"182","2017-12-06 19:00:00.0",177,10
"183","2017-12-06 20:00:00.0",177,10
"184","2017-12-06 22:00:00.0",177,10
"185","2017-12-06 23:00:00.0",177,10
"186","2017-12-07 01:00:00.0",177,9
"187","2017-12-07 02:00:00.0",177,9
"188","2017-12-07 04:00:00.0",177,9
"189","2017-12-07 05:00:00.0",177,6
"190","2017-12-07 06:00:00.0",177,8
"191","2017-12-07 08:00:00.0",177,9
"192","2017-12-07 12:00:00.0",177,2
"193","2017-12-07 13:00:00.0",177,7
"194","2017-12-07 14:00:00.0",177,7
"195","2017-12-07 15:00:00.0",177,4
"196","2017-12-07 16:00:00.0",177,8
"197","2017-12-07 18:00:00.0",177,4
"198","2017-12-08 06:00:00.0",177,8
"199","2017-12-08 08:00:00.0",177,4
"200","2017-12-08 11:00:00.0",177,2
"201","2017-12-08 12:00:00.0",177,1
"202","2017-12-08 16:00:00.0",177,2
"203","2017-12-08 23:00:00.0",177,10
"204","2017-12-09 01:00:00.0",177,7
"205","2017-12-09 07:00:00.0",177,9
"206","2017-12-09 08:00:00.0",177,9
"207","2017-12-09 09:00:00.0",177,1
"208","2017-12-09 13:00:00.0",177,9
"209","2017-12-09 14:00:00.0",177,2
"210","2017-12-09 15:00:00.0",177,9
"211","2017-12-10 00:00:00.0",177,7
"212","2017-12-10 04:00:00.0",177,10
"213","2017-12-10 05:00:00.0",177,5
"214","2017-12-10 06:00:00.0",177,2
"215","2017-12-10 07:00:00.0",177,2
"216","2017-12-10 10:00:00.0",177,10
"217","2017-12-10 21:00:00.0",177,4
"218","2017-12-10 22:00:00.0",177,10
"219","2017-12-10 22:00:00.0",177,6
"220","2017-12-11 09:00:00.0",177,9
"221","2017-12-11 10:00:00.0",177,10
"222","2017-12-11 10:00:00.0",177,9
"223","2017-12-11 12:00:00.0",177,9
"224","2017-12-11 13:00:00.0",177,9
"225","2017-12-11 17:00:00.0",177,9
"226","2017-12-11 20:00:00.0",177,9
"227","2017-12-12 00:00:00.0",177,9
"228","2017-12-12 02:00:00.0",177,9
"229","2017-12-12 07:00:00.0",177,9
"230","2017-12-12 09:00:00.0",177,2
"231","2017-12-12 10:00:00.0",177,3
"232","2017-12-12 12:00:00.0",177,3
"233","2017-12-12 14:00:00.0",177,2
"234","2017-12-12 17:00:00.0",177,2
"235","2017-12-14 12:00:00.0",177,8
"236","2017-12-14 15:00:00.0",177,1
"237","2017-12-15 00:00:00.0",177,8
"238","2017-12-15 08:00:00.0",177,4
"239","2017-12-15 09:00:00.0",177,5
"240","2017-12-15 11:00:00.0",177,1
"241","2017-12-15 12:00:00.0",177,8
"242","2017-12-15 13:00:00.0",177,8
"243","2017-12-15 14:00:00.0",177,2
"244","2017-12-15 16:00:00.0",177,9
"245","2017-12-15 21:00:00.0",177,10
"246","2017-12-16 00:00:00.0",177,9
"247","2017-12-16 06:00:00.0",177,9
"248","2017-12-16 08:00:00.0",177,7
"249","2017-12-16 13:00:00.0",177,4
"250","2017-12-17 02:00:00.0",177,5
"251","2017-12-17 05:00:00.0",177,3
"252","2017-12-17 13:00:00.0",177,1
"253","2017-12-18 00:00:00.0",177,8
"254","2017-12-18 02:00:00.0",177,9
"255","2017-12-18 05:00:00.0",177,8
"256","2017-12-18 06:00:00.0",177,8
"257","2017-12-18 07:00:00.0",177,9
"258","2017-12-18 09:00:00.0",177,7
"259","2017-12-18 10:00:00.0",177,3
"260","2017-12-18 13:00:00.0",177,3
"261","2017-12-18 16:00:00.0",177,2
"262","2017-12-18 17:00:00.0",177,1
"263","2017-12-18 23:00:00.0",177,9
"264","2017-12-19 00:00:00.0",177,7
"265","2017-12-19 04:00:00.0",177,5
"266","2017-12-19 05:00:00.0",177,9
"267","2017-12-19 07:00:00.0",177,9
"268","2017-12-19 21:00:00.0",177,6
"269","2017-12-20 14:00:00.0",177,8
"270","2017-12-20 17:00:00.0",177,10
"271","2017-12-20 18:00:00.0",177,8
"272","2017-12-21 11:00:00.0",177,8
"273","2017-12-21 17:00:00.0",177,2
"274","2017-12-22 09:00:00.0",177,7
"275","2017-12-22 10:00:00.0",177,3
"276","2017-12-22 14:00:00.0",177,5
"277","2017-12-22 15:00:00.0",177,6
"278","2017-12-22 16:00:00.0",177,1
"279","2017-12-22 21:00:00.0",177,5
"280","2017-12-23 00:00:00.0",177,8
"281","2017-12-23 05:00:00.0",177,7
"282","2017-12-23 08:00:00.0",177,8
"283","2017-12-23 12:00:00.0",177,4
"284","2017-12-23 14:00:00.0",177,1
"285","2017-12-23 22:00:00.0",177,10
"286","2017-12-23 23:00:00.0",177,9
"287","2017-12-24 00:00:00.0",177,10
"288","2017-12-24 03:00:00.0",177,10
"289","2017-12-24 03:00:00.0",177,1
"290","2017-12-24 06:00:00.0",177,10
"291","2017-12-24 07:00:00.0",177,10
"292","2017-12-24 07:00:00.0",177,4
"293","2017-12-24 09:00:00.0",177,10
"294","2017-12-24 09:00:00.0",177,8
"295","2017-12-24 10:00:00.0",177,10
"296","2017-12-24 10:00:00.0",177,2
"297","2017-12-24 11:00:00.0",177,2
"298","2017-12-24 13:00:00.0",177,6
"299","2017-12-24 14:00:00.0",177,10
"300","2017-12-24 15:00:00.0",177,10
"301","2017-12-24 21:00:00.0",177,4
"302","2017-12-25 21:00:00.0",177,9
"303","2017-12-25 23:00:00.0",177,9
"304","2017-12-26 00:00:00.0",177,9
"305","2017-12-26 05:00:00.0",177,9
"306","2017-12-26 06:00:00.0",177,9
"307","2017-12-26 11:00:00.0",177,9
"308","2017-12-26 13:00:00.0",177,3
"309","2017-12-28 00:00:00.0",177,2
"310","2017-12-28 06:00:00.0",177,9
"311","2017-12-28 07:00:00.0",177,9
"312","2017-12-28 18:00:00.0",177,1
"313","2017-12-29 03:00:00.0",177,10
"314","2017-12-29 11:00:00.0",177,9
"315","2017-12-29 12:00:00.0",177,9
"316","2017-12-29 14:00:00.0",177,9
"317","2017-12-29 16:00:00.0",177,8
"318","2017-12-29 21:00:00.0",177,9
"319","2017-12-30 03:00:00.0",177,9
"320","2017-12-30 04:00:00.0",177,10
"321","2017-12-30 05:00:00.0",177,10
"322","2017-12-30 08:00:00.0",177,10
"323","2017-12-30 13:00:00.0",177,1
"324","2017-12-30 14:00:00.0",177,10
"325","2017-12-30 15:00:00.0",177,10
"326","2017-12-30 16:00:00.0",177,10
"327","2017-12-30 20:00:00.0",177,8
"328","2017-12-31 00:00:00.0",177,10
"329","2017-12-31 01:00:00.0",177,10
"330","2017-12-31 03:00:00.0",177,6
"331","2017-12-31 04:00:00.0",177,8
"332","2017-12-31 06:00:00.0",177,4
"333","2018-01-01 12:00:00.0",177,1
"334","2018-01-01 15:00:00.0",177,6
"335","2018-01-01 16:00:00.0",177,2
"336","2018-01-02 09:00:00.0",177,8
"337","2018-01-02 14:00:00.0",177,9
"338","2018-01-02 14:00:00.0",177,6
"339","2018-01-02 15:00:00.0",177,9
"340","2018-01-02 16:00:00.0",177,6
"341","2018-01-02 16:00:00.0",177,3
"342","2018-01-02 17:00:00.0",177,3
"343","2018-01-03 06:00:00.0",177,5
"344","2018-01-03 08:00:00.0",177,1
"345","2018-01-03 11:00:00.0",177,4
"346","2018-01-03 12:00:00.0",177,5
"347","2018-01-03 13:00:00.0",177,6
"348","2018-01-03 14:00:00.0",177,3
"349","2018-01-03 15:00:00.0",177,3
"350","2018-01-03 21:00:00.0",177,5
"351","2018-01-04 05:00:00.0",177,9
"352","2018-01-04 08:00:00.0",177,4
"353","2018-01-04 09:00:00.0",177,2
"354","2018-01-04 10:00:00.0",177,6
"355","2018-01-04 11:00:00.0",177,4
"356","2018-01-04 13:00:00.0",177,8
"357","2018-01-05 04:00:00.0",177,10
"358","2018-01-05 07:00:00.0",177,10
"359","2018-01-05 08:00:00.0",177,3
"360","2018-01-05 08:00:00.0",177,7
"361","2018-01-05 15:00:00.0",177,3
"362","2018-01-05 16:00:00.0",177,3
"363","2018-01-06 00:00:00.0",177,3
"364","2018-01-07 04:00:00.0",177,3
"365","2018-01-07 05:00:00.0",177,3
"366","2018-01-07 08:00:00.0",177,5
"367","2018-01-07 10:00:00.0",177,9
"368","2018-01-07 17:00:00.0",177,9
"369","2018-01-08 00:00:00.0",177,6
"370","2018-01-08 03:00:00.0",177,10
"371","2018-01-08 03:00:00.0",177,8
"372","2018-01-08 04:00:00.0",177,10
"373","2018-01-08 05:00:00.0",177,10
"374","2018-01-08 07:00:00.0",177,4
"375","2018-01-08 11:00:00.0",177,10
"376","2018-01-08 12:00:00.0",177,10
"377","2018-01-08 13:00:00.0",177,9
"378","2018-01-08 14:00:00.0",177,8
"379","2018-01-08 18:00:00.0",177,10
"380","2018-01-08 20:00:00.0",177,10
"381","2018-01-08 20:00:00.0",177,8
"382","2018-01-08 22:00:00.0",177,10
"383","2018-01-08 23:00:00.0",177,10
"384","2018-01-09 01:00:00.0",177,10
"385","2018-01-09 03:00:00.0",177,9
"386","2018-01-09 04:00:00.0",177,10
"387","2018-01-09 04:00:00.0",177,9
"388","2018-01-09 05:00:00.0",177,10
"389","2018-01-09 09:00:00.0",177,8
"390","2018-01-09 13:00:00.0",177,9
"391","2018-01-09 15:00:00.0",177,7
"392","2018-01-09 19:00:00.0",177,9
"393","2018-01-09 20:00:00.0",177,9
"394","2018-01-09 22:00:00.0",177,6
"395","2018-01-09 23:00:00.0",177,10
"396","2018-01-09 23:00:00.0",177,9
"397","2018-01-10 01:00:00.0",177,10
"398","2018-01-10 02:00:00.0",177,10
"399","2018-01-10 02:00:00.0",177,9
"400","2018-01-10 05:00:00.0",177,6
"401","2018-01-10 11:00:00.0",177,9
"402","2018-01-10 12:00:00.0",177,9
"403","2018-01-10 18:00:00.0",177,9
"404","2018-01-10 19:00:00.0",177,9
"405","2018-01-11 00:00:00.0",177,9
"406","2018-01-11 01:00:00.0",177,9
"407","2018-01-11 02:00:00.0",177,9
"408","2018-01-11 03:00:00.0",177,9
"409","2018-01-11 07:00:00.0",177,9
"410","2018-01-11 08:00:00.0",177,7
"411","2018-01-11 11:00:00.0",177,8
"412","2018-01-11 15:00:00.0",177,6
"413","2018-01-11 22:00:00.0",177,9
"414","2018-01-11 23:00:00.0",177,9
"415","2018-01-12 06:00:00.0",177,9
"416","2018-01-12 08:00:00.0",177,7
"417","2018-01-12 21:00:00.0",177,7
"418","2018-01-13 03:00:00.0",177,9
"419","2018-01-13 04:00:00.0",177,9
"420","2018-01-13 05:00:00.0",177,9
"421","2018-01-13 06:00:00.0",177,8
"422","2018-01-13 09:00:00.0",177,9
"423","2018-01-13 10:00:00.0",177,2
"424","2018-01-14 07:00:00.0",177,5
"425","2018-01-15 07:00:00.0",177,9
"426","2018-01-15 09:00:00.0",177,1
"427","2018-01-16 03:00:00.0",177,6
"428","2018-01-16 04:00:00.0",177,9
"429","2018-01-16 07:00:00.0",177,9
"430","2018-01-16 09:00:00.0",177,8
"431","2018-01-16 15:00:00.0",177,10
"432","2018-01-16 16:00:00.0",177,10
"433","2018-01-16 18:00:00.0",177,5
"434","2018-01-17 02:00:00.0",177,3
"435","2018-01-17 07:00:00.0",177,10
"436","2018-01-17 09:00:00.0",177,2
"437","2018-01-17 12:00:00.0",177,8
"438","2018-01-17 17:00:00.0",177,9
"439","2018-01-17 18:00:00.0",177,8
"440","2018-01-17 21:00:00.0",177,5
"441","2018-01-18 00:00:00.0",177,10
"442","2018-01-18 06:00:00.0",177,6
"443","2018-01-18 08:00:00.0",177,3
"444","2018-01-18 12:00:00.0",177,4
"445","2018-01-18 13:00:00.0",177,9
"446","2018-01-18 14:00:00.0",177,9
"447","2018-01-18 14:00:00.0",177,2
"448","2018-01-19 06:00:00.0",177,2
"449","2018-01-19 07:00:00.0",177,1
"450","2018-01-19 10:00:00.0",177,4
"451","2018-01-20 12:00:00.0",177,3
"452","2018-01-20 16:00:00.0",177,6
"453","2018-01-20 17:00:00.0",177,1
"454","2018-01-21 14:00:00.0",177,2
"455","2018-01-21 21:00:00.0",177,8
"456","2018-01-21 21:00:00.0",177,9
"457","2018-01-22 05:00:00.0",177,8
"458","2018-01-22 07:00:00.0",177,4
"459","2018-01-22 08:00:00.0",177,10
"460","2018-01-22 09:00:00.0",177,10
"461","2018-01-22 10:00:00.0",177,7
"462","2018-01-22 12:00:00.0",177,1
"463","2018-01-22 13:00:00.0",177,7
"464","2018-01-22 15:00:00.0",177,10
"465","2018-01-22 16:00:00.0",177,10
"466","2018-01-22 17:00:00.0",177,10
"467","2018-01-22 19:00:00.0",177,6
"468","2018-01-22 21:00:00.0",177,9
"469","2018-01-23 03:00:00.0",177,6
"470","2018-01-23 07:00:00.0",177,4
"471","2018-01-23 08:00:00.0",177,2
"472","2018-01-23 09:00:00.0",177,2
"473","2018-01-23 10:00:00.0",177,2
"474","2018-01-24 00:00:00.0",177,9
"475","2018-01-24 08:00:00.0",177,1
"476","2018-01-24 09:00:00.0",177,1
"477","2018-01-24 14:00:00.0",177,9
"478","2018-01-24 15:00:00.0",177,9
"479","2018-01-25 12:00:00.0",177,7
"480","2018-01-26 03:00:00.0",177,1
"481","2018-01-26 04:00:00.0",177,3
"482","2018-01-27 18:00:00.0",177,6
"483","2018-01-27 21:00:00.0",177,7
"484","2018-01-28 07:00:00.0",177,7
"485","2018-01-28 08:00:00.0",177,5
"486","2018-01-28 08:00:00.0",177,8
"487","2018-01-28 14:00:00.0",177,3
"488","2018-01-28 16:00:00.0",177,4
"489","2018-01-29 03:00:00.0",177,9
"490","2018-01-29 04:00:00.0",177,9
"491","2018-01-29 14:00:00.0",177,2
"492","2018-01-29 15:00:00.0",177,2
"493","2018-01-29 16:00:00.0",177,2
"494","2018-01-29 17:00:00.0",177,1
"495","2018-01-29 20:00:00.0",177,8
"496","2018-01-30 00:00:00.0",177,5
"497","2018-01-30 13:00:00.0",177,4
"498","2018-01-30 15:00:00.0",177,9
"499","2018-01-30 16:00:00.0",177,9
"500","2018-01-30 17:00:00.0",177,9
"501","2018-01-31 00:00:00.0",177,8
"502","2018-01-31 04:00:00.0",177,5
"503","2018-01-31 07:00:00.0",177,2
"504","2018-01-31 08:00:00.0",177,8
"505","2018-01-31 10:00:00.0",177,8
"506","2018-01-31 14:00:00.0",177,9
"507","2018-01-31 17:00:00.0",177,8
"508","2018-01-31 18:00:00.0",177,10
"509","2018-02-01 04:00:00.0",177,3
"510","2018-02-02 07:00:00.0",177,2
"511","2018-02-03 05:00:00.0",177,9
"512","2018-02-03 07:00:00.0",177,3
"513","2018-02-03 08:00:00.0",177,3
"514","2018-02-03 12:00:00.0",177,2
"515","2018-02-03 14:00:00.0",177,3
"516","2018-02-03 15:00:00.0",177,3
"517","2018-02-03 19:00:00.0",177,9
"518","2018-02-03 20:00:00.0",177,9
"519","2018-02-04 03:00:00.0",177,9
"520","2018-02-04 04:00:00.0",177,9
"521","2018-02-04 09:00:00.0",177,2
"522","2018-02-04 10:00:00.0",177,2
"523","2018-02-04 11:00:00.0",177,1
"524","2018-02-04 13:00:00.0",177,1
"525","2018-02-04 17:00:00.0",177,2
"526","2018-02-04 18:00:00.0",177,2
"527","2018-02-05 00:00:00.0",177,5
"528","2018-02-05 07:00:00.0",177,9
"529","2018-02-05 08:00:00.0",177,7
"530","2018-02-05 09:00:00.0",177,7
"531","2018-02-05 10:00:00.0",177,8
"532","2018-02-05 18:00:00.0",177,4
"533","2018-02-06 07:00:00.0",177,1
"534","2018-02-06 13:00:00.0",177,1
"535","2018-02-06 21:00:00.0",177,9
"536","2018-02-07 11:00:00.0",177,2
"537","2018-02-09 03:00:00.0",177,9
"538","2018-02-09 04:00:00.0",177,9
"539","2018-02-09 05:00:00.0",177,9
"540","2018-02-09 14:00:00.0",177,1
"541","2018-02-09 15:00:00.0",177,3
"542","2018-02-09 16:00:00.0",177,3
"543","2018-02-09 18:00:00.0",177,4
"544","2018-02-09 21:00:00.0",177,1
"545","2018-02-10 00:00:00.0",177,9
"546","2018-02-10 04:00:00.0",177,9
"547","2018-02-10 05:00:00.0",177,9
"548","2018-02-10 07:00:00.0",177,10
"549","2018-02-10 08:00:00.0",177,10
"550","2018-02-10 11:00:00.0",177,8
"551","2018-02-10 13:00:00.0",177,1
"552","2018-02-10 16:00:00.0",177,4
"553","2018-02-10 17:00:00.0",177,2
"554","2018-02-10 18:00:00.0",177,9
"555","2018-02-11 01:00:00.0",177,9
"556","2018-02-11 03:00:00.0",177,9
"557","2018-02-11 04:00:00.0",177,8
"558","2018-02-11 09:00:00.0",177,2
"559","2018-02-11 11:00:00.0",177,3
"560","2018-02-12 05:00:00.0",177,2
"561","2018-02-12 06:00:00.0",177,1
"562","2018-02-12 12:00:00.0",177,10
"563","2018-02-12 12:00:00.0",177,3
"564","2018-02-12 14:00:00.0",177,9
"565","2018-02-12 15:00:00.0",177,9
"566","2018-02-12 22:00:00.0",177,9
"567","2018-02-12 23:00:00.0",177,9
"568","2018-02-13 00:00:00.0",177,9
"569","2018-02-13 03:00:00.0",177,4
"570","2018-02-14 04:00:00.0",177,1
"571","2018-02-14 06:00:00.0",177,9
"572","2018-02-14 08:00:00.0",177,9
"573","2018-02-14 10:00:00.0",177,1
"574","2018-02-14 12:00:00.0",177,8
"575","2018-02-14 15:00:00.0",177,5
"576","2018-02-14 16:00:00.0",177,9
"577","2018-02-14 16:00:00.0",177,2
"578","2018-02-14 18:00:00.0",177,1
"579","2018-02-14 21:00:00.0",177,8
"580","2018-02-15 03:00:00.0",177,8
"581","2018-02-15 04:00:00.0",177,7
"582","2018-02-15 06:00:00.0",177,8
"583","2018-02-15 08:00:00.0",177,1
"584","2018-02-15 09:00:00.0",177,1
"585","2018-02-15 15:00:00.0",177,6
"586","2018-02-15 17:00:00.0",177,6
"587","2018-02-16 00:00:00.0",177,3
"588","2018-02-16 09:00:00.0",177,6
"589","2018-02-16 12:00:00.0",177,6
"590","2018-02-16 14:00:00.0",177,3
"591","2018-02-16 15:00:00.0",177,3
"592","2018-02-16 16:00:00.0",177,2
"593","2018-02-16 17:00:00.0",177,6
"594","2018-02-16 18:00:00.0",177,2
"595","2018-02-17 16:00:00.0",177,2
"596","2018-02-17 17:00:00.0",177,8
"597","2018-02-18 06:00:00.0",177,5
"598","2018-02-18 13:00:00.0",177,1
"599","2018-02-18 15:00:00.0",177,9
"600","2018-02-19 04:00:00.0",177,5
"601","2018-02-19 15:00:00.0",177,8
"602","2018-02-20 03:00:00.0",177,6
"603","2018-02-20 04:00:00.0",177,1
"604","2018-02-20 21:00:00.0",177,9
"605","2018-02-21 03:00:00.0",177,3
"606","2018-02-21 05:00:00.0",177,7
"607","2018-02-21 06:00:00.0",177,7
"608","2018-02-21 08:00:00.0",177,2
"609","2018-02-21 11:00:00.0",177,7
"610","2018-02-21 14:00:00.0",177,1
"611","2018-02-21 16:00:00.0",177,2
"612","2018-02-23 00:00:00.0",177,10
"613","2018-02-23 03:00:00.0",177,9
"614","2018-02-23 11:00:00.0",177,6
"615","2018-02-23 12:00:00.0",177,7
"616","2018-02-23 14:00:00.0",177,8
"617","2018-02-24 07:00:00.0",177,9
"618","2018-02-24 09:00:00.0",177,1
"619","2018-02-24 14:00:00.0",177,4
"620","2018-02-24 17:00:00.0",177,3
"621","2018-02-25 03:00:00.0",177,10
"622","2018-02-25 05:00:00.0",177,10
"623","2018-02-25 09:00:00.0",177,9
"624","2018-02-26 13:00:00.0",177,1
"625","2018-02-27 08:00:00.0",177,3
"626","2018-02-27 11:00:00.0",177,3
"627","2018-02-27 12:00:00.0",177,8
"628","2018-02-27 15:00:00.0",177,9
"629","2018-02-27 15:00:00.0",177,2
"630","2018-02-27 16:00:00.0",177,9
"631","2018-02-27 18:00:00.0",177,8
"632","2018-02-28 04:00:00.0",177,10
"633","2018-02-28 05:00:00.0",177,10
"634","2018-02-28 06:00:00.0",177,10
"635","2018-02-28 17:00:00.0",177,9
